-1.14, 6.37
-1.10, 6.37
-1.06, 6.37
-1.02, 6.37
-0.98, 6.37
-0.94, 6.37
-0.90, 6.37
-0.86, 6.38
-0.82, 6.39
-0.78, 6.40
-0.73, 6.41
-0.69, 6.42
-0.65, 6.43
-0.61, 6.43
-0.57, 6.43
-0.53, 6.42
-0.49, 6.42
-0.45, 6.41
-0.41, 6.40
-0.37, 6.39
-0.33, 6.38
-0.29, 6.37
-0.24, 6.36
-0.20, 6.34
-0.16, 6.33
-0.12, 6.33
-0.08, 6.29
-0.04, 6.27
0.00, 6.26
0.04, 6.25
0.08, 6.24
0.12, 6.24
0.16, 6.24
0.21, 6.25
0.25, 6.26
0.29, 6.27
0.33, 6.27
0.36, 6.28
0.42, 6.25
0.45, 6.36
0.49, 6.37
0.55, 6.33
0.58, 6.34
